gene_id	eligible_untrimmed	eligible_trimmed	gap_untrimmed	gap_trimmed	length_untrimmed	length_trimmed	pis_untrimmed	pis_trimmed	occupancy_untrimmed	occupancy_trimmed	became_eligible	became_excluded	retained_length_fraction	pis_retained_fraction
EOG092619RJ	True	True	0.2872468017057569	0.0151603498542274	1072	735	271	260	1.0	1.0	False	False	0.6856343283582089	0.959409594095941
EOG092619VG	True	True	0.300438863830306	0.0345179549039621	1262	829	511	472	0.9285714285714286	0.9285714285714286	False	False	0.6568938193343898	0.923679060665362
EOG09261A3K	True	True	0.0845330380214101	0.0068446733532122	1161	1054	175	166	1.0	1.0	False	False	0.9078380706287683	0.9485714285714286
EOG09261ABB	True	True	0.346863684149048	0.0038737717309145	1223	756	266	259	1.0	1.0	False	False	0.6181520850367948	0.9736842105263158
EOG09261ACJ	True	True	0.273479642355723	0.009973474801061	1041	725	303	300	0.9285714285714286	0.9285714285714286	False	False	0.696445725264169	0.9900990099009901
EOG09261AH9	True	True	0.0051927071313177	0.0	619	614	82	82	1.0	1.0	False	False	0.9919224555735057	1.0
EOG09261AMX	True	True	0.0546699366441855	0.0108719286801478	699	657	171	165	1.0	1.0	False	False	0.9399141630901288	0.9649122807017544
EOG09261B14	True	True	0.1896	0.0142113095238095	1250	960	498	454	1.0	1.0	False	False	0.768	0.9116465863453815
EOG09261B18	True	True	0.2711113541894552	0.0007064364207221	1306	910	371	361	1.0	1.0	False	False	0.6967840735068913	0.9730458221024259
EOG09261B3Q	True	True	0.1225868725868725	0.0176730486008836	888	776	339	331	1.0	1.0	False	False	0.8738738738738738	0.976401179941003
EOG09261B6Y	False	True	0.6249135247319266	0.0127931769722814	1652	536	292	286	1.0	1.0	True	False	0.324455205811138	0.9794520547945206
EOG09261BP0	True	True	0.1717607973421926	0.0457063711911357	860	722	430	419	1.0	1.0	False	False	0.8395348837209302	0.9744186046511628
EOG09261BPJ	True	True	0.4805024371953506	0.1818181818181818	1905	1111	501	480	1.0	1.0	False	False	0.5832020997375328	0.9580838323353293
EOG09261C0G	True	True	0.1094423684966944	0.0184786211468346	994	862	280	258	1.0	1.0	False	False	0.8672032193158954	0.9214285714285714
EOG09261CM0	True	True	0.2697216669229586	0.0131635735865343	929	662	321	315	1.0	1.0	False	False	0.71259418729817	0.9813084112149533
EOG09261CQG	True	True	0.0304568527918781	0.0283773951006548	591	589	179	179	1.0	1.0	False	False	0.9966159052453468	1.0
EOG09261CWO	True	True	0.2886031494278916	0.0085782232036691	1261	841	350	338	1.0	1.0	False	False	0.6669310071371927	0.9657142857142857
EOG09261CXQ	True	True	0.2808974521485612	0.0044814340588988	1127	781	231	224	1.0	1.0	False	False	0.6929902395740906	0.9696969696969697
EOG09261D4D	True	True	0.0928184281842818	0.0112994350282485	656	590	269	269	0.6428571428571429	0.6428571428571429	False	False	0.899390243902439	1.0
EOG09261DG0	True	True	0.2523343871774134	0.028143392188336	1943	1335	972	858	1.0	1.0	False	False	0.6870818322182193	0.8827160493827161
EOG09261DGU	True	True	0.2367460317460317	0.0018482278756251	900	657	163	150	1.0	1.0	False	False	0.73	0.9202453987730062
EOG09261DHR	True	True	0.2961476725521669	0.0146329365079365	890	576	226	218	1.0	1.0	False	False	0.647191011235955	0.9646017699115044
EOG09261DJC	True	True	0.3234728234728234	0.074074074074074	924	462	323	227	0.6428571428571429	0.6428571428571429	False	False	0.5	0.7027863777089783
EOG09261DRB	True	True	0.587751971954426	0.0310672514619883	2282	456	517	253	0.8571428571428571	0.8571428571428571	False	False	0.19982471516213848	0.48936170212765956
EOG09261DW8	True	True	0.3871739848134698	0.0021407164264307	932	539	182	178	0.9285714285714286	0.9285714285714286	False	False	0.5783261802575107	0.978021978021978
EOG09261EAB	True	True	0.1030500112132765	0.0142604745078243	637	566	243	234	1.0	1.0	False	False	0.8885400313971743	0.9629629629629629
EOG09261EM7	True	True	0.3295049748188183	0.0093561368209255	1163	710	481	457	1.0	1.0	False	False	0.6104901117798797	0.9501039501039501
EOG09261EMF	True	True	0.2227392585698774	0.0070678946241165	921	667	359	326	1.0	1.0	False	False	0.7242128121606949	0.9080779944289693
EOG09261EU7	True	True	0.12227602905569	0.0086131894901687	944	821	326	320	1.0	1.0	False	False	0.8697033898305084	0.9815950920245399
EOG09261EY9	True	True	0.3447880244755245	0.0516965713270563	1408	866	540	522	0.9285714285714286	0.9285714285714286	False	False	0.6150568181818182	0.9666666666666667
EOG09261F73	True	True	0.1730630846725833	0.0149297856614929	758	615	162	159	0.7857142857142857	0.7857142857142857	False	False	0.8113456464379947	0.9814814814814815
EOG09261F9G	True	True	0.3813850191802947	0.0112820512820512	381	225	108	108	0.9285714285714286	0.9285714285714286	False	False	0.5905511811023622	1.0
EOG09261FAB	True	True	0.1623273715191306	0.0066609977324263	631	504	262	248	1.0	1.0	False	False	0.7987321711568938	0.9465648854961832
EOG09261FAX	True	True	0.2784514925373134	0.0155462184873949	1072	680	410	344	1.0	1.0	False	False	0.6343283582089553	0.8390243902439024
EOG09261FH7	True	True	0.3620927318295739	0.0035603026257231	1140	642	223	218	1.0	1.0	False	False	0.5631578947368421	0.9775784753363229
EOG09261FM4	True	True	0.0722208825657101	0.014274385408406	638	582	321	305	0.9285714285714286	0.9285714285714286	False	False	0.9122257053291536	0.9501557632398754
EOG09261G1Y	True	True	0.4002229654403567	0.0031687062937062	1242	704	89	87	0.9285714285714286	0.9285714285714286	False	False	0.5668276972624798	0.9775280898876404
EOG09261G4Z	True	True	0.1329359447440628	0.010629786261287	813	673	348	321	0.9285714285714286	0.9285714285714286	False	False	0.8277982779827798	0.9224137931034483
EOG09261G92	True	True	0.1603448275862068	0.0067155067155067	580	468	198	192	1.0	1.0	False	False	0.8068965517241379	0.9696969696969697
EOG09261H5E	True	True	0.1521531860797711	0.0080482897384305	899	710	450	401	1.0	1.0	False	False	0.7897664071190211	0.8911111111111111
EOG09261HB6	True	True	0.3327444051825677	0.0025510204081632	849	504	217	199	1.0	1.0	False	False	0.5936395759717314	0.9170506912442397
EOG09261HM3	True	True	0.0209027955886124	0.0007907221929362	557	542	50	50	1.0	1.0	False	False	0.9730700179533214	1.0
EOG09261HQU	True	True	0.4173575355615673	0.0451127819548872	1637	874	409	383	1.0	1.0	False	False	0.5339034819792303	0.9364303178484108
EOG09261HZD	True	True	0.0963033855724369	0.0023022751895991	643	568	265	259	0.9285714285714286	0.9285714285714286	False	False	0.8833592534992224	0.9773584905660377
EOG09261I0F	True	True	0.1303332625769475	0.0075585789871504	673	567	312	298	1.0	1.0	False	False	0.8424962852897474	0.9551282051282052
EOG09261I1G	True	True	0.4471498513726176	0.0081071855265403	1634	837	495	486	1.0	1.0	False	False	0.5122399020807834	0.9818181818181818
EOG09261I1I	True	True	0.1495745633676668	0.0041018387553041	1276	1010	517	455	1.0	1.0	False	False	0.7915360501567398	0.8800773694390716
EOG09261I8J	False	False	0.5999812549791461	0.00150489089541	7113	443	0	0	0.2142857142857142	0.2142857142857142	False	False	0.06228033178686911	
EOG09261IBJ	True	True	0.0405540720961281	0.0048959608323133	856	817	360	355	1.0	1.0	False	False	0.9544392523364486	0.9861111111111112
EOG09261ICI	True	True	0.4116235876799257	0.0021241086329843	994	507	249	231	0.9285714285714286	0.9285714285714286	False	False	0.5100603621730382	0.927710843373494
EOG09261IEH	True	True	0.0849076629165782	0.0097619047619047	673	600	227	208	1.0	1.0	False	False	0.8915304606240714	0.9162995594713657
EOG09261IEV	True	True	0.1559400717450939	0.0133128520225294	677	558	298	286	1.0	1.0	False	False	0.8242245199409158	0.959731543624161
EOG09261IFQ	True	True	0.5417359855334539	0.0135266640716232	1975	734	459	431	1.0	1.0	False	False	0.3716455696202532	0.9389978213507625
EOG09261IOS	True	True	0.1794129527400026	0.0143553158169479	1061	821	395	348	1.0	1.0	False	False	0.7737983034872762	0.8810126582278481
EOG09261J0P	True	True	0.5127606598194834	0.0127465127465127	1377	594	71	70	1.0	1.0	False	False	0.43137254901960786	0.9859154929577465
EOG09261JCQ	True	True	0.1612739112739112	0.0690169958658704	702	622	260	260	1.0	1.0	False	False	0.886039886039886	1.0
EOG09261JR0	True	True	0.400639244024458	0.0079816017316017	1028	528	249	221	1.0	1.0	False	False	0.5136186770428015	0.8875502008032129
EOG09261JUE	True	True	0.3035924122880644	0.0021761392729134	851	558	82	79	1.0	1.0	False	False	0.6556991774383079	0.9634146341463414
EOG09261JVS	True	True	0.2796369376479873	0.0185483870967741	905	620	257	249	1.0	1.0	False	False	0.6850828729281768	0.9688715953307393
EOG09261JWS	True	True	0.0414989939637827	0.0066383430695698	852	807	178	170	1.0	1.0	False	False	0.9471830985915493	0.9550561797752809
EOG09261K9J	True	True	0.1073074391046741	0.0097232610321615	868	764	264	257	1.0	1.0	False	False	0.880184331797235	0.9734848484848485
EOG09261KHB	True	True	0.0219047619047619	0.0032149846239865	525	511	44	41	1.0	1.0	False	False	0.9733333333333334	0.9318181818181818
EOG09261KRX	True	True	0.4736717827626918	0.0299791449426485	1210	548	255	238	1.0	1.0	False	False	0.45289256198347105	0.9333333333333333
EOG09261KZ6	True	True	0.0494505494505494	0.0074404761904761	715	672	230	221	1.0	1.0	False	False	0.9398601398601398	0.9608695652173913
EOG09261L4M	True	True	0.5033025099075297	0.0195377916713185	1514	689	284	280	0.9285714285714286	0.9285714285714286	False	False	0.45508586525759576	0.9859154929577465
EOG09261LEU	True	True	0.1806495263870094	0.0083333333333333	739	600	248	248	1.0	1.0	False	False	0.8119079837618404	1.0
EOG09261LPY	True	True	0.2545008183306055	0.0172235172235172	846	594	222	210	0.9285714285714286	0.9285714285714286	False	False	0.7021276595744681	0.9459459459459459
EOG09261LV7	True	True	0.3946773788601556	0.0041630148992112	1138	652	258	258	1.0	1.0	False	False	0.5729349736379613	1.0
EOG09261M4S	True	True	0.1961299569995222	0.0165703861356035	644	506	192	191	0.9285714285714286	0.9285714285714286	False	False	0.7857142857142857	0.9947916666666666
EOG09261M78	True	True	0.1771815325114817	0.0010482180293501	591	477	107	107	1.0	1.0	False	False	0.8071065989847716	1.0
EOG09261MG9	True	True	0.0049867996479906	0.0005927682276229	487	482	38	36	1.0	1.0	False	False	0.9897330595482546	0.9473684210526315
EOG09261MMR	True	True	0.0126984126984126	0.0006713211600429	540	532	185	185	1.0	1.0	False	False	0.9851851851851852	1.0
EOG09261MOX	True	True	0.2668535746145024	0.0092647937836222	1121	717	316	258	1.0	1.0	False	False	0.639607493309545	0.8164556962025317
EOG09261MPU	True	True	0.2443887557202004	0.0181264280274181	706	505	245	227	0.9285714285714286	0.9285714285714286	False	False	0.7152974504249292	0.926530612244898
EOG09261N20	True	True	0.2075992358310337	0.0306503198294243	673	536	315	315	1.0	1.0	False	False	0.7964338781575037	1.0
EOG09261N2L	False	True	0.7056615700683497	0.0240491216100972	1947	451	253	240	0.9285714285714286	0.9285714285714286	True	False	0.23163841807909605	0.9486166007905138
EOG09261N64	True	True	0.0434724451578384	0.0074084428291864	534	511	68	68	1.0	1.0	False	False	0.9569288389513109	1.0
EOG09261NLR	True	True	0.0391236306729264	0.003635937133474	639	609	181	175	1.0	1.0	False	False	0.9530516431924883	0.9668508287292817
EOG09261NLY	True	True	0.366157372039725	0.0022037853253824	935	551	177	177	1.0	1.0	False	False	0.5893048128342246	1.0
EOG09261NW2	True	True	0.4704700061842919	0.0121167492301512	2310	1067	519	491	1.0	1.0	False	False	0.46190476190476193	0.9460500963391136
EOG09261O4Y	True	True	0.0810147299509001	0.003610108303249	611	554	166	163	1.0	1.0	False	False	0.9067103109656302	0.9819277108433735
EOG09261O7R	True	True	0.0323580034423407	0.0007142857142857	415	400	146	146	1.0	1.0	False	False	0.963855421686747	1.0
EOG09261OIA	True	True	0.3674975525265457	0.0371315192743764	1897	1008	733	594	1.0	1.0	False	False	0.5313653136531366	0.810368349249659
EOG09261OIF	True	True	0.1056356487549148	0.0004473605726215	545	479	128	128	1.0	1.0	False	False	0.8788990825688073	1.0
EOG09261OKK	True	True	0.1684854937450093	0.0726998491704374	578	510	177	176	0.9285714285714286	0.9285714285714286	False	False	0.8823529411764706	0.9943502824858758
EOG09261OLD	True	True	0.0488950756916652	0.0051746442432082	821	773	338	327	1.0	1.0	False	False	0.9415347137637028	0.9674556213017751
EOG09261ONU	True	True	0.0599647266313932	0.0014238253440911	324	301	152	149	1.0	1.0	False	False	0.9290123456790124	0.9802631578947368
EOG09261OSU	True	True	0.0645973154362416	0.0055341055341055	596	555	74	73	1.0	1.0	False	False	0.9312080536912751	0.9864864864864865
EOG09261OXD	True	True	0.0537897310513447	0.0079777365491651	818	770	298	294	1.0	1.0	False	False	0.941320293398533	0.9865771812080537
EOG09261OXV	True	True	0.0591924135821352	0.0057298620382732	1401	1284	593	558	1.0	1.0	False	False	0.9164882226980728	0.9409780775716695
EOG09261P7G	True	True	0.4756837954559679	0.006771397616468	1229	568	243	216	0.9285714285714286	0.9285714285714286	False	False	0.46216436126932464	0.8888888888888888
EOG09261PJZ	True	True	0.304022450888681	0.1555272108843537	1069	840	382	371	1.0	1.0	False	False	0.7857811038353602	0.9712041884816754
EOG09261PNZ	True	True	0.2389240506329114	0.0019883756500458	632	467	166	163	1.0	1.0	False	False	0.7389240506329114	0.9819277108433735
EOG09261PUF	True	True	0.1206771682056853	0.0167574361122748	789	682	230	220	1.0	1.0	False	False	0.8643852978453739	0.9565217391304348
EOG09261Q18	True	True	0.3956226801484705	0.0064524291497975	1202	608	402	338	0.9285714285714286	0.9285714285714286	False	False	0.5058236272878536	0.8407960199004975
EOG09261Q5L	True	True	0.4437714285714286	0.0098967297762478	1250	332	496	195	1.0	1.0	False	False	0.2656	0.39314516129032256
EOG09261QR5	True	True	0.1930572472594397	0.010172490048651	821	646	355	349	1.0	1.0	False	False	0.7868453105968332	0.9830985915492958
EOG09261QR8	True	True	0.1131514987847691	0.0023291925465838	529	460	172	170	1.0	1.0	False	False	0.8695652173913043	0.9883720930232558
EOG09261QXC	True	True	0.0962891098714528	0.0001360544217687	589	525	125	125	1.0	1.0	False	False	0.8913412563667232	1.0
EOG09261QYO	True	True	0.4591884799138685	0.0050342915511454	2123	979	561	530	1.0	1.0	False	False	0.46113989637305697	0.9447415329768271
EOG09261RFF	True	True	0.2610321615557218	0.0132828993666432	1146	812	276	258	1.0	1.0	False	False	0.7085514834205934	0.9347826086956522
EOG09261RU1	True	True	0.4236583522297808	0.006769825918762	945	517	165	164	1.0	1.0	False	False	0.5470899470899471	0.9939393939393939
EOG09261RWJ	True	True	0.0865587614356087	0.0001296344309048	609	551	105	105	1.0	1.0	False	False	0.9047619047619048	1.0
EOG09261RWU	True	True	0.1179092382495948	0.0087800369685767	617	541	255	254	0.8571428571428571	0.8571428571428571	False	False	0.8768233387358185	0.996078431372549
EOG09261S0S	False	True	0.6469877090469474	0.0168067226890756	2127	578	243	238	1.0	1.0	True	False	0.27174424071462155	0.9794238683127572
EOG09261S7X	True	True	0.2756064690026954	0.0489396411092985	848	613	396	395	1.0	1.0	False	False	0.722877358490566	0.9974747474747475
EOG09261SS1	True	True	0.4264497878359264	0.0181467181467181	1010	555	208	207	1.0	1.0	False	False	0.5495049504950495	0.9951923076923077
EOG09261T6U	True	True	0.0501863354037267	0.0112987012987013	575	550	106	106	1.0	1.0	False	False	0.9565217391304348	1.0
EOG09261T74	True	True	0.0879216269841269	0.0171807359307359	576	528	54	54	1.0	1.0	False	False	0.9166666666666666	1.0
EOG09261T98	True	True	0.3570833828952063	0.0301852958756724	1201	717	200	188	1.0	1.0	False	False	0.5970024979184013	0.94
EOG09261TEQ	True	True	0.0387587822014051	0.0014778325123152	610	580	162	159	1.0	1.0	False	False	0.9508196721311475	0.9814814814814815
EOG09261TPN	True	True	0.0051218161683277	0.0013978194017332	516	511	85	85	1.0	1.0	False	False	0.9903100775193798	1.0
EOG09261UMG	True	True	0.0641891891891891	0.0026212319790301	592	545	212	206	1.0	1.0	False	False	0.9206081081081081	0.9716981132075472
EOG09261UOJ	True	True	0.5665584415584416	0.0079365079365079	1320	441	224	211	1.0	1.0	False	False	0.3340909090909091	0.9419642857142857
EOG09261UPM	True	True	0.095719537815126	0.0202938609252254	1088	982	586	577	1.0	1.0	False	False	0.9025735294117647	0.984641638225256
EOG09261UWT	True	True	0.2020917678812415	0.0163757810816634	456	357	120	118	0.9285714285714286	0.9285714285714286	False	False	0.7828947368421053	0.9833333333333333
EOG09261V03	True	True	0.2550186741363212	0.0034965034965034	612	429	149	146	1.0	1.0	False	False	0.7009803921568627	0.9798657718120806
EOG09261V2P	True	True	0.4610320823244552	0.0145912910618792	1888	935	498	478	1.0	1.0	False	False	0.4952330508474576	0.9598393574297188
EOG09261V87	True	True	0.0286971093422706	0.0033857579729139	682	654	268	260	1.0	1.0	False	False	0.9589442815249267	0.9701492537313433
EOG09261V9P	True	True	0.1020408163265306	0.0079213329691341	588	523	93	91	1.0	1.0	False	False	0.8894557823129252	0.978494623655914
EOG09261VD2	True	True	0.2722063037249284	0.0003185220576524	698	483	251	249	0.9285714285714286	0.9285714285714286	False	False	0.6919770773638968	0.9920318725099602
EOG09261VI3	True	True	0.0986813186813186	0.0006147037128104	650	581	86	86	1.0	1.0	False	False	0.8938461538461538	1.0
EOG09261VUC	True	True	0.1770558060003109	0.0154285714285714	919	750	408	404	1.0	1.0	False	False	0.8161044613710555	0.9901960784313726
EOG09261W1K	True	True	0.1458940240925911	0.0094172494172494	977	825	484	479	0.9285714285714286	0.9285714285714286	False	False	0.8444216990788127	0.9896694214876033
EOG09261W2O	True	True	0.0693634596695821	0.0027314941272876	588	523	222	198	1.0	1.0	False	False	0.8894557823129252	0.8918918918918919
EOG09261W3X	True	True	0.4762116214158843	0.0035151856017997	1126	508	86	85	1.0	1.0	False	False	0.4511545293072824	0.9883720930232558
EOG09261W90	True	True	0.3221532091097308	0.0298645320197044	690	464	117	116	1.0	1.0	False	False	0.672463768115942	0.9914529914529915
EOG09261WJ8	True	True	0.1998785855213234	0.0041958041958041	599	455	265	258	0.7857142857142857	0.7857142857142857	False	False	0.7595993322203672	0.9735849056603774
EOG09261WVT	True	True	0.3241132443865929	0.0081884605694129	878	567	151	151	1.0	1.0	False	False	0.6457858769931663	1.0
EOG09261X9E	True	True	0.0354064039408867	0.0070467648942985	464	446	141	137	1.0	1.0	False	False	0.9612068965517241	0.9716312056737588
EOG09261XAF	True	True	0.3513770180436847	0.0229952830188679	702	424	180	170	0.8571428571428571	0.8571428571428571	False	False	0.603988603988604	0.9444444444444444
EOG09261XGL	True	True	0.3876112136981702	0.0077764976958525	851	496	220	218	1.0	1.0	False	False	0.5828437132784959	0.990909090909091
EOG09261XNJ	True	True	0.0153439153439153	0.0088117489986648	540	535	92	91	1.0	1.0	False	False	0.9907407407407407	0.9891304347826086
EOG09261XNU	True	True	0.0267649983427245	0.0020554984583761	862	834	182	179	1.0	1.0	False	False	0.9675174013921114	0.9835164835164835
EOG09261XZ6	True	True	0.1046191786019159	0.00819493006993	811	704	410	388	0.9285714285714286	0.9285714285714286	False	False	0.8680641183723797	0.9463414634146341
EOG09261Y04	True	True	0.5151975683890577	0.0230683713173985	1128	514	113	112	1.0	1.0	False	False	0.45567375886524825	0.9911504424778761
EOG09261YGB	True	True	0.1199835638953568	0.0053066037735849	1043	848	405	339	1.0	1.0	False	False	0.8130393096836049	0.837037037037037
EOG09261YLQ	True	True	0.2139984680199157	0.0376579203109815	746	588	196	189	1.0	1.0	False	False	0.7882037533512064	0.9642857142857143
EOG09261YRA	True	True	0.0906546605013385	0.0071294054344901	587	531	188	188	1.0	1.0	False	False	0.9045996592844975	1.0
EOG09261YV6	True	True	0.1524693404043752	0.0203522504892367	862	730	265	263	1.0	1.0	False	False	0.8468677494199536	0.9924528301886792
EOG09261ZFN	True	True	0.1136226642555756	0.0180831826401446	948	790	282	234	1.0	1.0	False	False	0.8333333333333334	0.8297872340425532
EOG09261ZI1	True	True	0.0951121189216427	0.0055272108843537	567	504	159	150	1.0	1.0	False	False	0.8888888888888888	0.9433962264150944
EOG09261ZJR	True	True	0.0415393430099312	0.0075501688853566	748	719	285	284	1.0	1.0	False	False	0.9612299465240641	0.9964912280701754
EOG09261ZPW	True	True	0.2752629476767407	0.0131678666161424	1073	754	308	302	1.0	1.0	False	False	0.7027027027027027	0.9805194805194806
EOG09261ZXZ	True	True	0.1157968722544368	0.0091076545231273	813	698	311	291	1.0	1.0	False	False	0.8585485854858549	0.9356913183279743
EOG092620CR	True	True	0.1836982968369829	0.015359828141783	822	665	301	296	1.0	1.0	False	False	0.8090024330900243	0.9833887043189369
EOG092620E4	True	True	0.0034369396294082	0.0	478	476	48	48	1.0	1.0	False	False	0.99581589958159	1.0
EOG092620EL	False	True	0.6525874355882031	0.0148083623693379	2606	574	321	278	1.0	1.0	True	False	0.2202609363008442	0.8660436137071651
EOG092620FM	True	True	0.4518489984591679	0.0201498320847326	1298	553	358	320	1.0	1.0	False	False	0.42604006163328195	0.8938547486033519
EOG092620IA	True	True	0.0793172690763052	0.0072292943580072	996	909	479	470	1.0	1.0	False	False	0.9126506024096386	0.9812108559498957
EOG092620U5	True	True	0.211100633167183	0.0423244877393349	571	458	240	239	0.9285714285714286	0.9285714285714286	False	False	0.8021015761821366	0.9958333333333333
EOG092620V3	False	True	0.676785335876245	0.0281376518218623	1452	380	231	219	0.9285714285714286	0.9285714285714286	True	False	0.26170798898071623	0.948051948051948
EOG0926213Q	True	True	0.1679158448389217	0.0099203122458936	585	473	231	223	0.9285714285714286	0.9285714285714286	False	False	0.8085470085470086	0.9653679653679653
EOG0926213Z	True	True	0.3735110606920023	0.0299625468164794	1763	1068	595	588	1.0	1.0	False	False	0.6057855927396484	0.9882352941176471
EOG092621CK	True	True	0.2842043452730475	0.1304422646704525	1179	894	531	491	0.9285714285714286	0.9285714285714286	False	False	0.7582697201017812	0.9246704331450094
EOG092621CP	True	True	0.1530429107521618	0.0386973180076628	681	580	220	220	0.6428571428571429	0.6428571428571429	False	False	0.8516886930983847	1.0
EOG092621F2	True	True	0.3089685501066098	0.0140324963072378	1072	677	299	262	1.0	1.0	False	False	0.6315298507462687	0.8762541806020067
EOG092621GA	True	True	0.0532449266626481	0.0089826839826839	711	660	335	319	1.0	1.0	False	False	0.9282700421940928	0.9522388059701492
EOG092621GY	True	True	0.4118799686485276	0.25420025615912	1374	1021	374	362	0.9285714285714286	0.9285714285714286	False	False	0.7430858806404658	0.9679144385026738
EOG092621S9	True	True	0.032815631262525	0.0235801217038539	499	493	163	163	0.5714285714285714	0.5714285714285714	False	False	0.9879759519038076	1.0
EOG092621X3	True	True	0.0853625541125541	0.0022614201718679	672	603	253	248	0.7857142857142857	0.7857142857142857	False	False	0.8973214285714286	0.9802371541501976
EOG092621YU	True	True	0.0596885813148788	0.0	578	539	159	158	1.0	1.0	False	False	0.9325259515570934	0.9937106918238994
EOG092621ZV	True	True	0.0544766708701134	0.0240053050397878	610	580	313	307	0.9285714285714286	0.9285714285714286	False	False	0.9508196721311475	0.9808306709265175
EOG0926229Z	True	True	0.065599173553719	0.0011160714285714	484	448	184	184	0.8571428571428571	0.8571428571428571	False	False	0.9256198347107438	1.0
EOG09262341	True	True	0.5070480928689884	0.0151945470036921	1206	503	284	231	1.0	1.0	False	False	0.41708126036484244	0.8133802816901409
EOG0926235L	True	True	0.1174646249273115	0.0078125	737	640	289	281	1.0	1.0	False	False	0.8683853459972863	0.972318339100346
EOG09262387	True	True	0.1007163927517909	0.0048647365923113	678	602	188	184	1.0	1.0	False	False	0.887905604719764	0.9787234042553191
EOG092623WR	True	True	0.1792293233082706	0.0224252491694352	760	602	221	198	1.0	1.0	False	False	0.7921052631578948	0.8959276018099548
EOG0926248P	True	True	0.5537219947000722	0.0227364185110664	1779	710	259	255	1.0	1.0	False	False	0.3991006183249016	0.9845559845559846
EOG0926248W	True	True	0.3077024968540963	0.0307095692275442	2157	1363	580	520	1.0	1.0	False	False	0.6318961520630505	0.896551724137931
EOG092624JL	True	True	0.1740959541711421	0.0166666666666666	798	630	265	240	1.0	1.0	False	False	0.7894736842105263	0.9056603773584906
EOG092624KK	True	True	0.136734693877551	0.0396313364055299	525	465	209	209	1.0	1.0	False	False	0.8857142857142857	1.0
EOG092624RX	True	True	0.5281506712081747	0.0205373288555928	1426	553	332	282	1.0	1.0	False	False	0.38779803646563815	0.8493975903614458
EOG092624SJ	True	True	0.1005808950086058	0.0108451757666417	664	573	292	269	1.0	1.0	False	False	0.8629518072289156	0.9212328767123288
EOG092624UF	True	True	0.1840178571428571	0.0534918276374442	800	673	240	233	1.0	1.0	False	False	0.84125	0.9708333333333333
EOG092624X0	True	True	0.1106102635228848	0.0069590336134453	618	544	237	234	1.0	1.0	False	False	0.8802588996763754	0.9873417721518988
EOG09262516	True	True	0.0105578727841501	0.0001320306311064	548	541	71	70	1.0	1.0	False	False	0.9872262773722628	0.9859154929577465
EOG0926251E	True	True	0.0748887476160203	0.0033444816053511	605	552	203	200	0.9285714285714286	0.9285714285714286	False	False	0.912396694214876	0.9852216748768473
EOG09262528	True	True	0.1603942652329749	0.0050223214285714	558	448	165	154	0.8571428571428571	0.8571428571428571	False	False	0.8028673835125448	0.9333333333333333
EOG092625AX	True	True	0.3494732951395305	0.0451205173427395	773	486	219	201	1.0	1.0	False	False	0.628719275549806	0.9178082191780822
EOG092625OH	True	True	0.4249419279907084	0.0086744375169422	984	527	198	191	1.0	1.0	False	False	0.5355691056910569	0.9646464646464646
EOG092625P1	True	True	0.2702084392475851	0.0343337334933973	843	595	282	278	1.0	1.0	False	False	0.7058125741399762	0.9858156028368794
EOG092625U6	True	True	0.5686115613182063	0.0402601969057665	1234	474	254	253	0.8571428571428571	0.8571428571428571	False	False	0.3841166936790924	0.9960629921259843
EOG09262645	True	True	0.2814531272569695	0.0205882352941176	989	680	391	361	1.0	1.0	False	False	0.6875631951466128	0.9232736572890026
EOG092626EQ	True	True	0.2008828250401284	0.0179878686467266	890	683	307	291	1.0	1.0	False	False	0.7674157303370787	0.9478827361563518
EOG092626HU	True	True	0.1075148809523809	0.0009861932938856	576	507	157	157	1.0	1.0	False	False	0.8802083333333334	1.0
EOG09262739	True	True	0.0123568414707655	0.0001529519730804	474	467	79	79	1.0	1.0	False	False	0.9852320675105485	1.0
EOG0926273Q	True	True	0.3604570033141461	0.0011929615269907	819	479	97	89	1.0	1.0	False	False	0.5848595848595849	0.9175257731958762
EOG092627F1	True	True	0.183686518085495	0.0078162578162578	782	594	256	224	1.0	1.0	False	False	0.7595907928388747	0.875
EOG092627XA	True	True	0.2399758210759621	0.0016839741790625	709	509	167	158	1.0	1.0	False	False	0.7179125528913963	0.9461077844311377
EOG092628A0	True	True	0.3617986561764199	0.2172573189522342	1583	1180	244	221	0.7857142857142857	0.7857142857142857	False	False	0.7454200884396716	0.9057377049180327
EOG092628FW	True	True	0.1562137049941928	0.0080928923293455	492	406	164	161	1.0	1.0	False	False	0.8252032520325203	0.9817073170731707
EOG092628HC	True	True	0.2928210069862684	0.0171149144254278	593	409	155	155	1.0	1.0	False	False	0.6897133220910624	1.0
EOG092628LW	True	True	0.1117300131061598	0.0129032258064516	872	775	280	280	1.0	1.0	False	False	0.8887614678899083	1.0
EOG092628SP	True	True	0.2158273381294964	0.0143334925943621	417	322	148	147	0.9285714285714286	0.9285714285714286	False	False	0.7721822541966427	0.9932432432432432
EOG09262914	False	True	0.750073335288941	0.013648771610555	2435	471	136	133	1.0	1.0	True	False	0.19342915811088296	0.9779411764705882
EOG092629FB	True	True	0.2484410430839002	0.0237055520898315	1008	687	438	371	1.0	1.0	False	False	0.6815476190476191	0.8470319634703196
EOG092629RT	True	True	0.0598055790363482	0.0222022875084099	676	637	240	233	1.0	1.0	False	False	0.9423076923076923	0.9708333333333333
