gene_id	same_taxon_ids	n_taxa_raw	n_taxa_trimmed	length_raw	length_trimmed	retained_length_fraction	variable_raw	variable_trimmed	pis_raw	pis_trimmed	pis_difference	pis_retained_fraction	entropy_raw	entropy_trimmed
EOG09260RGH	True	14	14	1067	952	0.8922211808809747	633	600	388	387	-1	0.9974226804123711	0.712856116233601	0.7583937426960831
EOG09260RNZ	True	6	6	1862	792	0.4253490870032223	891	622	259	197	-62	0.7606177606177607	0.5796469811803263	0.9031924587056057
EOG09260RRC	True	14	14	962	828	0.8607068607068608	429	399	233	231	-2	0.9914163090128756	0.43108849901712365	0.46523152502243936
EOG09260RRN	True	14	14	1447	1091	0.7539737387698687	537	491	332	327	-5	0.9849397590361446	0.4364274887346212	0.5311252654620101
EOG09260RS7	True	13	13	1422	681	0.47890295358649787	676	513	323	318	-5	0.9845201238390093	0.5175506136125355	0.8484708714784159
EOG09260RVQ	True	13	13	1547	1061	0.6858435681965094	867	750	548	525	-23	0.958029197080292	0.6801313199668867	0.8584039137131446
EOG09260S2Z	True	14	14	1313	837	0.6374714394516374	623	502	319	313	-6	0.9811912225705329	0.4722203483276252	0.5888057210818833
EOG09260S3L	True	14	14	949	896	0.9441517386722866	608	595	435	435	0	1.0	0.7976534524366806	0.8299437729751877
EOG09260S5R	True	14	14	1044	603	0.5775862068965517	432	361	213	198	-15	0.9295774647887324	0.4267123886836502	0.5863029971956888
EOG09260SAH	True	14	14	1123	784	0.6981300089047195	676	561	424	394	-30	0.9292452830188679	0.7771256526819176	0.9267291477357635
EOG09260SIZ	True	14	14	937	742	0.791889007470651	431	424	292	291	-1	0.9965753424657534	0.5010590584073822	0.6222798799197917
EOG09260SJV	True	14	14	1180	1030	0.8728813559322034	772	718	488	467	-21	0.9569672131147541	0.7784860202717514	0.8152747045132954
EOG09260SL3	True	14	14	1176	772	0.6564625850340136	345	345	175	175	0	1.0	0.2626137198673648	0.4000436976217889
EOG09260SR2	True	14	14	1088	1016	0.9338235294117647	829	820	473	472	-1	0.9978858350951374	0.8628104396871672	0.9147351374915398
EOG09260SRF	True	14	14	705	694	0.9843971631205674	153	152	78	78	0	1.0	0.16073163247862007	0.16183832982338206
EOG09260T28	True	14	14	898	879	0.9788418708240535	382	377	197	196	-1	0.9949238578680203	0.3889538281144218	0.39146957927509435
EOG09260T4S	True	14	14	1239	937	0.7562550443906376	799	664	479	454	-25	0.9478079331941545	0.8764221744848008	0.9847839710158084
EOG09260TDY	True	11	11	1096	805	0.7344890510948905	710	626	413	390	-23	0.9443099273607748	0.9033042872824729	1.0893695373936005
EOG09260THV	True	14	14	457	445	0.973741794310722	281	274	164	163	-1	0.9939024390243902	0.6227380329829358	0.6214543160796702
EOG09260TLW	True	14	14	2190	754	0.34429223744292237	592	396	243	241	-2	0.9917695473251029	0.2816683173858277	0.5123773707579252
EOG09260TPT	True	14	14	1327	886	0.66767143933685	791	685	501	479	-22	0.9560878243512974	0.830969969656754	1.0860206194289626
EOG09260TUT	True	14	14	1184	650	0.5489864864864865	465	381	206	205	-1	0.9951456310679612	0.38469395537522894	0.5595750625171809
EOG09260TVA	True	14	14	758	752	0.9920844327176781	217	216	130	129	-1	0.9923076923076923	0.2534473806967573	0.2535429507080011
EOG09260TWS	True	14	14	2636	702	0.26631259484066766	1154	491	475	345	-130	0.7263157894736842	0.5357732315796225	0.8651421926009905
EOG09260U6R	True	14	14	1506	1046	0.6945551128818062	615	579	402	385	-17	0.9577114427860697	0.45679980464385567	0.6050137360986315
EOG09260UA2	True	14	14	747	642	0.8594377510040161	382	336	217	210	-7	0.967741935483871	0.5234161565374005	0.517192451466369
EOG09260UJK	True	13	13	901	693	0.7691453940066593	591	541	321	320	-1	0.9968847352024922	0.811921734868575	0.97197433988109
EOG09260UXC	True	13	13	2252	932	0.413854351687389	1102	714	554	507	-47	0.9151624548736462	0.6906879742637141	1.123542768297551
EOG09260V5Q	True	14	14	1076	848	0.7881040892193308	565	548	308	306	-2	0.9935064935064936	0.593448961682808	0.7253880515350678
EOG09260V8Q	True	14	14	1016	875	0.8612204724409449	634	589	418	410	-8	0.9808612440191388	0.7805526913593782	0.849098159029753
EOG09260VCG	True	14	14	736	663	0.9008152173913043	506	485	364	357	-7	0.9807692307692307	0.8856973159340202	0.9332950004106768
EOG09260VEY	True	14	14	2129	959	0.4504462188821043	985	770	577	563	-14	0.975736568457539	0.6143628330558125	1.1225888802456008
EOG09260VHV	True	14	14	1002	783	0.781437125748503	543	489	342	324	-18	0.9473684210526315	0.625389856458369	0.7057795620856597
EOG09260VTA	True	13	13	697	600	0.860832137733142	273	266	188	188	0	1.0	0.39859081633849536	0.4503880608120168
EOG09260VTN	True	14	14	2567	1401	0.5457732761978964	1149	1066	750	725	-25	0.9666666666666667	0.6133338302484456	1.044908696340114
EOG09260VYK	True	13	13	675	579	0.8577777777777778	373	335	241	231	-10	0.9585062240663901	0.6262289081505438	0.6346041161295791
EOG09260W52	True	14	14	1993	1114	0.5589563472152533	1163	865	655	634	-21	0.9679389312977099	0.7479779417250166	1.0452318654395352
EOG09260W8D	True	14	14	1332	417	0.3130630630630631	811	313	496	236	-260	0.47580645161290325	0.9817290460953089	0.990303006626199
EOG09260W9L	True	14	14	1404	1178	0.8390313390313391	844	818	555	552	-3	0.9945945945945946	0.7470103457908458	0.8628308763368521
EOG09260WCZ	True	14	14	1233	1099	0.8913219789132197	790	762	542	538	-4	0.992619926199262	0.7994254705799161	0.8644693562493522
EOG09260WG2	True	14	14	1555	795	0.5112540192926045	395	356	230	225	-5	0.9782608695652174	0.254940663876812	0.4459242149835336
EOG09260WGT	True	14	14	1921	763	0.3971889640812077	582	570	339	339	0	1.0	0.3406356296962091	0.8410973594647416
EOG09260WU6	True	14	14	1060	817	0.7707547169811321	551	504	320	303	-17	0.946875	0.6289930018931692	0.7357951249846348
EOG09260WUA	True	14	14	1670	939	0.5622754491017964	858	773	542	537	-5	0.9907749077490775	0.6903837192825903	1.1188653406962283
EOG09260WUS	True	14	14	889	863	0.9707536557930259	519	510	300	296	-4	0.9866666666666667	0.559834847772421	0.5646353247289031
EOG09260WYQ	True	13	13	756	610	0.8068783068783069	382	303	267	232	-35	0.8689138576779026	0.5955899947880103	0.5807633381980809
EOG09260XH5	True	14	14	647	562	0.8686244204018547	448	406	319	313	-6	0.9811912225705329	1.0295569054146472	1.1000795029688957
EOG09260XL0	True	14	14	1340	651	0.48582089552238805	807	356	364	227	-137	0.6236263736263736	0.7235509252637571	0.5640294974411508
EOG09260XMI	True	14	14	831	733	0.8820697954271961	446	432	290	286	-4	0.9862068965517241	0.5515818030527833	0.5995703243342662
EOG09260XOG	True	14	14	755	727	0.9629139072847682	287	272	151	146	-5	0.9668874172185431	0.3583259848274672	0.34835305632085967
EOG09260XQV	True	14	14	810	726	0.8962962962962963	585	531	423	395	-28	0.933806146572104	1.0592449079721407	1.0638785791029806
EOG09260XSR	True	11	11	2663	879	0.33007885843034174	1415	781	539	360	-179	0.6679035250463822	0.700755162940104	1.0803770197767482
EOG09260Y2Q	True	14	14	541	490	0.9057301293900185	207	204	119	118	-1	0.9915966386554622	0.3558986995898404	0.3860457407849337
EOG09260YMF	True	14	14	989	774	0.782608695652174	540	462	305	281	-24	0.921311475409836	0.6501752993697854	0.6961395021228072
EOG09260Z3X	True	14	14	701	677	0.9657631954350927	324	309	187	180	-7	0.9625668449197861	0.43428397693864573	0.4220081234868684
EOG09260Z5E	True	14	14	1021	968	0.9480901077375122	602	599	331	328	-3	0.9909365558912386	0.5524016034233115	0.5770871034364954
EOG09260ZG2	True	12	12	984	644	0.6544715447154471	572	449	319	289	-30	0.9059561128526645	0.8325427578483434	0.9990798737297505
EOG09260ZWU	True	14	14	833	792	0.9507803121248499	253	243	111	109	-2	0.9819819819819819	0.2560768499803259	0.2533850896604882
EOG09261031	True	13	13	599	511	0.8530884808013356	384	381	260	260	0	1.0	0.836123776314597	0.9742429393589895
EOG092610KH	True	13	13	2846	626	0.21995783555867884	483	300	195	194	-1	0.9948717948717949	0.17353893400211526	0.4982384889737709
EOG092610LP	True	12	12	932	706	0.7575107296137339	530	508	322	321	-1	0.9968944099378882	0.7040267749398077	0.8923620250021999
EOG092610LQ	True	14	14	1404	833	0.5933048433048433	652	608	450	432	-18	0.96	0.6250178589252402	0.9825550292771501
EOG092610QT	True	13	13	763	671	0.8794233289646134	622	595	444	440	-4	0.990990990990991	1.214410883295601	1.3328683381917166
EOG092610TN	True	14	14	901	879	0.9755826859045506	354	343	208	205	-3	0.9855769230769231	0.3684985380825066	0.3614445080754116
EOG092610VI	True	14	14	1753	1182	0.6742726754135767	929	840	574	565	-9	0.9843205574912892	0.6892469014533391	0.9321109878400614
EOG092610ZY	True	14	14	1617	1105	0.6833642547928263	592	573	323	320	-3	0.9907120743034056	0.3543120293224166	0.49881811562543216
EOG09261127	True	14	14	687	604	0.8791848617176128	138	126	84	84	0	1.0	0.1736074753301211	0.17811609085508717
EOG0926112A	True	14	14	1173	1087	0.9266837169650469	582	548	322	312	-10	0.968944099378882	0.45400303970446204	0.4537105453547195
EOG09261145	True	13	13	584	576	0.9863013698630136	216	211	111	109	-2	0.9819819819819819	0.3402675127020221	0.33482853886785974
EOG0926115P	True	14	14	1123	816	0.7266251113089938	711	595	399	384	-15	0.9624060150375939	0.835373282263132	0.9728833235698351
EOG0926115V	True	14	14	656	617	0.9405487804878049	432	416	266	263	-3	0.9887218045112782	0.7766307929100839	0.7963757479071375
EOG092611G7	True	12	12	2070	800	0.3864734299516908	1066	600	421	418	-3	0.9928741092636579	0.6130588564770357	0.9833766928521135
EOG092611HB	True	14	14	880	700	0.7954545454545454	437	392	227	215	-12	0.947136563876652	0.49423904460277673	0.5387901228586162
EOG09261225	True	14	14	770	686	0.8909090909090909	213	206	127	127	0	1.0	0.28874097941551147	0.313627296546691
EOG0926129I	True	14	14	914	845	0.9245076586433261	562	547	348	347	-1	0.9971264367816092	0.6757332951794686	0.707417563478439
EOG092612AK	True	14	14	1353	850	0.6282335550628233	770	479	389	297	-92	0.7634961439588689	0.6264847455670199	0.5460922614132409
EOG092612CC	True	14	14	753	392	0.5205843293492696	411	220	206	171	-35	0.8300970873786407	0.7220546530633248	0.798009650606131
EOG092612J3	True	14	14	1054	616	0.5844402277039848	682	499	383	359	-24	0.9373368146214099	0.7718685972832409	0.9672547988682513
EOG092612LP	True	14	14	2182	770	0.3528872593950504	567	487	285	280	-5	0.9824561403508771	0.26630200399597836	0.6450548838674816
EOG092612MY	True	13	13	1143	1018	0.8906386701662292	697	670	466	463	-3	0.9935622317596566	0.8004798495128	0.8617993330372231
EOG092612XD	True	13	13	1556	1081	0.6947300771208226	835	781	570	557	-13	0.9771929824561404	0.7195237910825414	0.9690490264609186
EOG0926131E	True	14	14	519	402	0.7745664739884393	204	182	128	119	-9	0.9296875	0.4987945632956376	0.5534515281563669
EOG0926133I	True	14	14	2158	620	0.2873030583873957	669	356	250	239	-11	0.956	0.3241896243816296	0.5845929713950024
EOG0926137U	True	14	14	1007	920	0.913604766633565	555	520	295	289	-6	0.9796610169491525	0.5353852945726776	0.540553527627712
EOG092613QA	True	14	14	1209	750	0.6203473945409429	777	650	483	475	-8	0.9834368530020704	0.9151757515455916	1.2767208646521628
EOG092613R2	True	13	13	881	838	0.9511918274687855	513	501	358	355	-3	0.9916201117318436	0.6994507070890393	0.7161004517853109
EOG092613S3	True	14	14	784	651	0.8303571428571429	444	400	261	255	-6	0.9770114942528736	0.6591215046918467	0.7059501559592899
EOG092613UB	True	14	14	2748	1701	0.618995633187773	1553	1356	1052	1036	-16	0.9847908745247148	0.8244441368039928	1.198162396829047
EOG09261404	True	14	14	2161	1114	0.5155020823692735	1056	741	572	509	-63	0.8898601398601399	0.544754114949951	0.7446506267883012
EOG0926140Q	True	14	14	1721	648	0.3765252760023242	211	178	88	86	-2	0.9772727272727273	0.10152441795284824	0.21594310201808797
EOG0926142H	True	14	14	941	691	0.7343251859723698	453	391	232	218	-14	0.9396551724137931	0.5045950307286365	0.5809809074976413
EOG0926142Y	True	11	11	1046	692	0.6615678776290631	433	396	185	185	0	1.0	0.4342757815571253	0.5996933598298593
EOG0926146A	True	14	14	1420	1089	0.7669014084507042	817	646	534	484	-50	0.9063670411985019	0.7773151189176344	0.8019691788805774
EOG09261476	True	14	14	1453	1106	0.7611837577426015	1005	811	578	540	-38	0.9342560553633218	0.8634714622272937	0.9200471556888395
EOG092614DJ	True	14	14	843	597	0.708185053380783	497	455	319	312	-7	0.9780564263322884	0.798982837270706	1.038574359842993
EOG092614E6	True	14	14	676	637	0.9423076923076923	144	144	86	86	0	1.0	0.16207873207542736	0.17200191975351475
EOG092614O9	True	14	14	1864	1135	0.6089055793991416	957	758	594	584	-10	0.9831649831649831	0.7226302939086704	0.9818084147386534
EOG092614UB	True	14	14	1366	674	0.493411420204978	483	443	326	300	-26	0.9202453987730062	0.4457335547601682	0.8191518680752916
EOG092614ZG	True	14	14	1339	565	0.42195668409260645	627	377	321	248	-73	0.7725856697819314	0.5994760844647358	0.8361280452813017
EOG0926158Y	True	14	14	1689	805	0.47661338069863823	730	628	500	487	-13	0.974	0.6242747512537954	1.1776955582781699
EOG092615CC	True	14	14	1049	918	0.8751191611058151	634	610	418	408	-10	0.9760765550239234	0.7050622097531166	0.767808928111201
EOG092615IE	True	14	14	774	707	0.91343669250646	447	402	279	264	-15	0.946236559139785	0.670030122401914	0.6531927548394989
EOG092615SM	True	14	14	917	801	0.8735005452562704	607	539	350	336	-14	0.96	0.7227578971635182	0.724258973164838
EOG092615Y4	True	14	14	876	599	0.6837899543378996	516	348	196	185	-11	0.9438775510204082	0.7157143720065993	0.6584076600008286
EOG09261660	True	13	13	803	649	0.8082191780821918	535	508	358	348	-10	0.9720670391061452	0.7934627425962839	0.9340582883621734
EOG09261666	True	14	14	2038	669	0.3282630029440628	839	456	268	265	-3	0.9888059701492538	0.4384878913140826	0.7502117835815378
EOG092616QN	True	14	14	921	858	0.9315960912052117	424	421	220	220	0	1.0	0.3896950031177212	0.4153565170770102
EOG092616YZ	True	14	14	837	799	0.954599761051374	347	334	204	204	0	1.0	0.4047986472175531	0.40339977558854007
EOG09261727	True	14	14	1691	1179	0.6972205795387345	1000	788	584	542	-42	0.928082191780822	0.7586828949369113	0.8631188210459697
EOG092617AN	True	14	14	1614	1163	0.7205700123915737	632	596	409	397	-12	0.9706601466992665	0.4481640472644245	0.5810383595769207
EOG092617RN	True	13	13	671	584	0.8703427719821163	270	261	73	70	-3	0.958904109589041	0.24555211787651413	0.2702004502503976
EOG092617RY	True	14	14	702	645	0.9188034188034188	456	437	260	256	-4	0.9846153846153847	0.672527395538722	0.6987316934959378
EOG092617S2	True	11	11	832	676	0.8125	438	374	254	248	-6	0.9763779527559056	0.619642271110705	0.6495820895362902
EOG09261801	True	13	13	755	654	0.866225165562914	428	376	268	254	-14	0.9477611940298507	0.6841546244927355	0.6812876239834593
EOG092618J9	True	14	14	1366	626	0.4582723279648609	443	354	244	241	-3	0.9877049180327869	0.36059207576563074	0.6447536976550357
EOG092618M2	True	14	14	1656	1150	0.6944444444444444	938	743	536	518	-18	0.9664179104477612	0.7026785918160067	0.8253598405127536
EOG092618UZ	True	14	14	923	774	0.838569880823402	696	638	491	466	-25	0.9490835030549898	1.0442045400543989	1.1407669055673053
EOG0926195C	True	14	14	651	559	0.858678955453149	380	364	251	250	-1	0.9960159362549801	0.6590485354021142	0.7390858959724036
EOG092619EA	True	14	14	653	630	0.9647779479326187	306	292	183	182	-1	0.994535519125683	0.5148042253075634	0.508295448663919
EOG092619GP	True	14	14	1057	613	0.5799432355723746	625	383	261	228	-33	0.8735632183908046	0.650807624090188	0.7024074289384242
EOG092619L1	True	13	13	2153	602	0.2796098467254993	505	492	240	238	-2	0.9916666666666667	0.23704949640635561	0.8237660331065932
EOG092619MJ	True	14	14	727	699	0.9614855570839065	333	326	216	209	-7	0.9675925925925926	0.43482652662020643	0.4344915269907553
EOG092619NK	True	13	13	1004	651	0.648406374501992	282	262	115	115	0	1.0	0.2230837225197487	0.31594987557520826
EOG092619RJ	True	14	14	1072	735	0.6856343283582089	551	497	271	260	-11	0.959409594095941	0.5304721489942176	0.6786890698034477
EOG092619VG	True	13	13	1262	829	0.6568938193343898	868	690	510	472	-38	0.9254901960784314	0.8978395586087377	1.1199210602732248
EOG09261A3K	True	14	14	1161	1054	0.9078380706287683	457	435	175	166	-9	0.9485714285714286	0.2724586220945019	0.27799100749769856
EOG09261ABB	True	14	14	1223	756	0.6181520850367948	467	393	266	259	-7	0.9736842105263158	0.43722164682228853	0.6005355767866477
EOG09261ACJ	True	13	13	1041	725	0.696445725264169	609	529	303	300	-3	0.9900990099009901	0.6237614686650991	0.7776291333661944
EOG09261AH9	True	14	14	619	614	0.9919224555735057	163	163	82	82	0	1.0	0.21107486369708323	0.2127937143786556
EOG09261AMX	True	14	14	699	657	0.9399141630901288	283	270	171	165	-6	0.9649122807017544	0.4102941232818879	0.4120468040490498
EOG09261B14	True	14	14	1250	960	0.768	777	672	498	454	-44	0.9116465863453815	0.7958987149466544	0.8832867468373145
EOG09261B18	True	14	14	1306	910	0.6967840735068913	592	556	371	361	-10	0.9730458221024259	0.49752945138377797	0.6617136959812447
EOG09261B3Q	True	14	14	888	776	0.8738738738738738	591	564	339	331	-8	0.976401179941003	0.7502466036978176	0.816618214192651
EOG09261B6Y	True	14	14	1652	536	0.324455205811138	406	377	292	286	-6	0.9794520547945206	0.3163087314827748	0.8945229847941251
EOG09261BP0	True	14	14	860	722	0.8395348837209302	618	559	430	419	-11	0.9744186046511628	1.0512235776647803	1.1432384174728278
EOG09261BPJ	True	14	14	1905	1111	0.5832020997375328	823	756	501	480	-21	0.9580838323353293	0.5270176420491975	0.8300207712931302
EOG09261C0G	True	14	14	994	862	0.8672032193158954	527	469	280	258	-22	0.9214285714285714	0.5451136257296301	0.5376316786548
EOG09261CM0	True	14	14	928	662	0.7133620689655172	456	438	321	315	-6	0.9813084112149533	0.6465775158360465	0.8645545736881691
EOG09261CQG	True	14	14	591	589	0.9966159052453468	286	284	179	179	0	1.0	0.4625525886913382	0.4606136659223183
EOG09261CWO	True	14	14	1261	841	0.6669310071371927	731	553	350	338	-12	0.9657142857142857	0.648982692095189	0.7053822440902767
EOG09261CXQ	True	14	14	1127	781	0.6929902395740906	398	385	231	224	-7	0.9696969696969697	0.36192662764483435	0.4972451398386351
EOG09261D4D	True	9	9	656	590	0.899390243902439	434	418	269	269	0	1.0	0.949465799388104	1.0207319884841501
EOG09261DG0	True	14	14	1943	1335	0.6870818322182193	1381	1144	972	858	-114	0.8827160493827161	1.054155936573381	1.2797501230317214
EOG09261DGU	True	14	14	900	657	0.73	295	254	163	150	-13	0.9202453987730062	0.34854850619747835	0.385268256637512
EOG09261DHR	True	14	14	890	576	0.647191011235955	393	350	226	218	-8	0.9646017699115044	0.47297591570277453	0.6492896696390422
EOG09261DJC	True	9	9	922	462	0.5010845986984815	645	379	325	227	-98	0.6984615384615385	1.053753221081205	1.1910965124553095
EOG09261DRB	True	12	12	2284	456	0.19964973730297722	1153	397	518	253	-265	0.48841698841698844	0.7247450394168259	1.1537480662661332
EOG09261DW8	True	13	13	932	539	0.5783261802575107	309	302	182	178	-4	0.978021978021978	0.3599479790830503	0.6019982417869559
EOG09261EAB	True	14	14	637	566	0.8885400313971743	326	307	243	234	-9	0.9629629629629629	0.5994547676403233	0.6311805262060931
EOG09261EM7	True	14	14	1163	710	0.6104901117798797	756	575	481	457	-24	0.9501039501039501	0.9564374717063016	1.2692876743122843
EOG09261EMF	True	14	14	921	667	0.7242128121606949	556	466	359	326	-33	0.9080779944289693	0.7087045177408076	0.8037905393601483
EOG09261EU7	True	14	14	944	821	0.8697033898305084	472	457	326	320	-6	0.9815950920245399	0.6272279255973037	0.6956483000395399
EOG09261EY9	True	13	13	1408	866	0.6150568181818182	892	669	542	522	-20	0.9630996309963099	0.9056087787276148	1.1636615342761545
EOG09261F73	True	11	11	758	615	0.8113456464379947	308	280	162	159	-3	0.9814814814814815	0.5167988179970413	0.581490587524935
EOG09261F9G	True	13	13	381	225	0.5905511811023622	159	152	108	108	0	1.0	0.5885013921424367	0.9648466820548782
EOG09261FAB	True	14	14	631	504	0.7987321711568938	418	370	261	248	-13	0.9501915708812261	0.8723058251744356	0.9461549840523837
EOG09261FAX	True	14	14	1084	680	0.6273062730627307	719	493	404	344	-60	0.8514851485148515	0.9185983783463317	0.9823692019767624
EOG09261FH7	True	14	14	1140	642	0.5631578947368421	670	467	223	218	-5	0.9775784753363229	0.5213818536730795	0.6304806418729221
EOG09261FM4	True	13	13	638	582	0.9122257053291536	427	394	322	305	-17	0.9472049689440993	0.8945688920494425	0.8920348074171527
EOG09261G1Y	True	13	13	1242	704	0.5668276972624798	140	138	89	87	-2	0.9775280898876404	0.09599059324106984	0.16439975094187173
EOG09261G4Z	True	13	13	813	673	0.8277982779827798	503	445	348	321	-27	0.9224137931034483	0.8392914628156237	0.8906589776551727
EOG09261G92	True	14	14	580	468	0.8068965517241379	300	272	198	192	-6	0.9696969696969697	0.627349912438363	0.709597160380996
EOG09261H5E	True	14	14	898	710	0.7906458797327395	619	516	451	401	-50	0.8891352549889135	1.059889697751528	1.1124018845740868
EOG09261HB6	True	14	14	849	504	0.5936395759717314	401	312	217	199	-18	0.9170506912442397	0.5235534500657921	0.6613875190706722
EOG09261HM3	True	14	14	557	542	0.9730700179533214	112	106	50	50	0	1.0	0.15229259316371252	0.14742273284531363
EOG09261HQU	True	14	14	1637	874	0.5339034819792303	777	521	409	383	-26	0.9364303178484108	0.6294353829033754	0.8372810141846323
EOG09261HZD	True	13	13	643	568	0.8833592534992224	365	348	265	259	-6	0.9773584905660377	0.7212769158228051	0.776735066528677
EOG09261I0F	True	14	14	673	567	0.8424962852897474	434	399	312	298	-14	0.9551282051282052	0.8568312752151228	0.9221846111503039
EOG09261I1G	True	14	14	1633	837	0.5125535823637477	714	668	498	486	-12	0.9759036144578314	0.6154434172125063	1.1253578523613976
EOG09261I1I	True	14	14	1266	1010	0.7977883096366508	774	645	518	455	-63	0.8783783783783784	0.7862320852163124	0.8092591769471892
EOG09261I8J	True	3	3	7113	443	0.06228033178686911	417	161	0	0	0		0.058827515955471185	0.3564951093650527
EOG09261IBJ	True	14	14	856	817	0.9544392523364486	507	492	360	355	-5	0.9861111111111112	0.7236492101971297	0.7322542156324886
EOG09261ICI	True	13	13	994	507	0.5100603621730382	528	345	249	231	-18	0.927710843373494	0.6750426713594058	0.8711232720308599
EOG09261IEH	True	14	14	673	600	0.8915304606240714	362	330	227	208	-19	0.9162995594713657	0.5925526924642314	0.5905270836967162
EOG09261IEV	True	14	14	677	558	0.8242245199409158	412	385	298	286	-12	0.959731543624161	0.7959815217698218	0.9115362374468524
EOG09261IFQ	True	14	14	1975	734	0.3716455696202532	730	573	459	431	-28	0.9389978213507625	0.5018468478149107	1.0811066801011042
EOG09261IOS	True	14	14	1055	821	0.7781990521327015	610	502	396	348	-48	0.8787878787878788	0.7667677322608077	0.7932618093684428
EOG09261J0P	True	14	14	1377	594	0.43137254901960786	403	167	71	70	-1	0.9859154929577465	0.2677686105001358	0.22279572995954133
EOG09261JCQ	True	14	14	702	622	0.886039886039886	412	383	260	260	0	1.0	0.7696279860333322	0.8182141819745782
EOG09261JR0	True	14	14	1028	528	0.5136186770428015	451	318	249	221	-28	0.8875502008032129	0.5873443805451907	0.8286766577027839
EOG09261JUE	True	14	14	851	558	0.6556991774383079	233	145	82	79	-3	0.9634146341463414	0.25634996952929684	0.22055713387944795
EOG09261JVS	True	14	14	905	620	0.6850828729281768	486	371	257	249	-8	0.9688715953307393	0.6113591771079641	0.6705831582889632
EOG09261JWS	True	14	14	852	807	0.9471830985915493	311	294	178	170	-8	0.9550561797752809	0.3873210655016369	0.37925150098793914
EOG09261K9J	True	14	14	865	764	0.8832369942196532	468	431	261	257	-4	0.9846743295019157	0.5197666469881739	0.5388626203333715
EOG09261KHB	True	14	14	525	511	0.9733333333333334	90	84	44	41	-3	0.9318181818181818	0.1382540485171623	0.12436777045825728
EOG09261KRX	True	14	14	1210	548	0.45289256198347105	634	353	255	238	-17	0.9333333333333333	0.6351114992510674	0.8164785618594479
EOG09261KZ6	True	14	14	715	672	0.9398601398601398	369	342	230	221	-9	0.9608695652173913	0.5803828312121991	0.5656712808850022
EOG09261L4M	True	13	13	1514	689	0.45508586525759576	502	444	284	280	-4	0.9859154929577465	0.4028630229475991	0.7841213300005341
EOG09261LEU	True	14	14	739	600	0.8119079837618404	416	412	248	248	0	1.0	0.6465530761407303	0.7880045387799994
EOG09261LPY	True	13	13	846	594	0.7021276595744681	427	355	225	210	-15	0.9333333333333333	0.5337283125171745	0.6152357522512794
EOG09261LV7	True	14	14	1138	652	0.5729349736379613	411	397	258	258	0	1.0	0.3534053325456329	0.5937747968229011
EOG09261M4S	True	13	13	644	506	0.7857142857142857	292	271	192	191	-1	0.9947916666666666	0.5134101605133591	0.5978650365330381
EOG09261M78	True	14	14	591	477	0.8071065989847716	188	180	107	107	0	1.0	0.2889347816447051	0.3412168887883034
EOG09261MG9	True	14	14	487	482	0.9897330595482546	67	65	38	36	-2	0.9473684210526315	0.11345216317263615	0.10859763821335268
EOG09261MMR	True	14	14	540	532	0.9851851851851852	320	317	185	185	0	1.0	0.5558094890097367	0.5598042806920336
EOG09261MOX	True	14	14	1121	717	0.639607493309545	664	440	316	258	-58	0.8164556962025317	0.6808278787239092	0.6598966684143079
EOG09261MPU	True	13	13	704	505	0.7173295454545454	383	319	245	227	-18	0.926530612244898	0.6961826045732824	0.8160622447546005
EOG09261N20	True	14	14	673	536	0.7964338781575037	471	458	315	315	0	1.0	0.9581544601685424	1.174930604372762
EOG09261N2L	True	13	13	1947	451	0.23163841807909605	407	341	253	240	-13	0.9486166007905138	0.28704036354625717	1.0619567692254113
EOG09261N64	True	14	14	534	511	0.9569288389513109	264	258	68	68	0	1.0	0.327040557456934	0.33025873567694913
EOG09261NLR	True	14	14	639	609	0.9530516431924883	268	257	181	175	-6	0.9668508287292817	0.4767482751263955	0.47671771778811195
EOG09261NLY	True	14	14	935	551	0.5893048128342246	325	288	177	177	0	1.0	0.4011127466201639	0.6125960400904777
EOG09261NW2	True	14	14	2310	1067	0.46190476190476193	1227	692	519	491	-28	0.9460500963391136	0.6119406591019071	0.7914891423722005
EOG09261O4Y	True	14	14	611	554	0.9067103109656302	282	266	166	163	-3	0.9819277108433735	0.4841691191174556	0.4911349275571662
EOG09261O7R	True	14	14	415	400	0.963855421686747	232	231	146	146	0	1.0	0.5715240885814845	0.5892062419032902
EOG09261OIA	True	14	14	1891	1008	0.5330512956107879	1271	749	730	594	-136	0.8136986301369863	1.0031588888603133	1.1415661404808384
EOG09261OIF	True	14	14	545	479	0.8788990825688073	223	196	128	128	0	1.0	0.4076416874075752	0.4080225293157435
EOG09261OKK	True	13	13	578	510	0.8823529411764706	279	271	177	176	-1	0.9943502824858758	0.6154296055499977	0.6734497937370996
EOG09261OLD	True	14	14	821	773	0.9415347137637028	495	481	338	327	-11	0.9674556213017751	0.78821465833544	0.8019026738933674
EOG09261ONU	True	14	14	324	301	0.9290123456790124	218	213	152	149	-3	0.9802631578947368	0.9255365954747901	0.973654520241545
EOG09261OSU	True	14	14	596	555	0.9312080536912751	139	136	74	73	-1	0.9864864864864865	0.19152431550415466	0.1997097508476961
EOG09261OXD	True	14	14	810	770	0.9506172839506173	482	466	300	294	-6	0.98	0.6292642078209693	0.6364687518332979
EOG09261OXV	True	14	14	1401	1284	0.9164882226980728	869	793	593	558	-35	0.9409780775716695	0.7594195032005324	0.7476456123893931
